type,2016,2017,2018,2019,2020,2021,2022,harga_rata_rata,nama_rumah,tipe_rumah,Lokasi,kt,km,grs,lt,lb
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah Dekat Cibinong Square di Permata Cimanggis Harga All In Kpr,siap huni,Tapos   ,2,1,1,72,36
Rumah,510000000,572000000,657000000,723000000,759000000,797000000,837000000,693571428.571429,Rumah Dekat Cibubur Harga All In Kpr Di Limus Pratama Regency,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Dekat Cibubur Timur,siap huni,Klapanunggal   ,2,1,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Dekat Cibubur Timur,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,289000000,324000000,373000000,410000000,430000000,452000000,474000000,393142857.142857,Rumah Dekat Dengan Terminal Cileungsi,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Dekat Dengan Wisata Mekarsari,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,289000000,324000000,373000000,410000000,430000000,452000000,474000000,393142857.142857,Rumah Dekat Dengan Wisata Mekarsari,siap huni,Klapanunggal   ,2,1,0,30,60
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Dekat Gerbang Tol Kayu Manis di Bukit Cimanggu City,siap huni,Tanah Sareal   ,2,2,1,120,90
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Dekat Jalan Tol   Lakeside,siap huni,Baranangsiang   ,2,1,0,95,47
Rumah,1020000000,1143000000,1314000000,1446000000,1518000000,1594000000,1673000000,1386857142.85714,Rumah Dekat Kotwis Harga All In di Permata Cibubur Siap Kpr,siap huni,Cileungsi   ,2,1,1,195,75
Rumah,1290000000,1445000000,1662000000,1828000000,1920000000,2016000000,2116000000,1753857142.85714,Rumah Dekat Legenda Wisata Akses Mudah Dekat Tol Siap Kpr,siap huni,Gunung Putri   ,3,2,1,150,101
Rumah,890000000,997000000,1147000000,1261000000,1324000000,1391000000,1460000000,1210000000,Rumah Dekat Mall Cibubur Point Center Bebas Banjir Harga All In Kpr,siap huni,Gunung Putri   ,2,1,1,90,90
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Dekat Mall Metland,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,289000000,324000000,373000000,410000000,430000000,452000000,474000000,393142857.142857,Rumah Dekat Mall Metland,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,810000000,908000000,1044000000,1148000000,1205000000,1266000000,1329000000,1101428571.42857,Rumah Dekat Mall Pamulang Square Siap Kpr Harga All In Di Bali Resort,siap huni,Gunung Sindur   ,2,1,1,91,52
Rumah,710000000,796000000,915000000,1006000000,1057000000,1110000000,1165000000,965571428.571429,Rumah Dekat Mall Paradise Walk Serpong Di Cluster Fidelia Harga All In,siap huni,Gunung Sindur   ,2,1,1,72,36
Rumah,840000000,941000000,1082000000,1191000000,1250000000,1313000000,1378000000,1142142857.14286,Rumah Dekat Pasar Pucung di Perum Hankam   Harga All In Kpr,siap huni,Cibinong   ,3,4,1,90,180
Rumah,1140000000,1277000000,1469000000,1616000000,1696000000,1781000000,1870000000,1549857142.85714,Rumah Dekat Sentul City di Wartawangsa Residence Harga All In Siap Kpr,siap huni,Cibinong   ,3,2,0,84,72
Rumah,396000000,444000000,511000000,562000000,590000000,619000000,650000000,538857142.857143,Rumah Dekat Stasiun Dan Bsd Dengan Dp 5 Dicicil 6x,siap huni,Parung Panjang   ,2,1,1,60,27
Rumah,780000000,874000000,1005000000,1106000000,1161000000,1219000000,1280000000,1060714285.71429,Rumah Dekat Tanah Sareal di Laladon Residence Bisa Kpr Harga All In,siap huni,Ciomas   ,3,2,0,116,85
Rumah,560000000,628000000,722000000,794000000,834000000,875000000,919000000,761714285.714286,Rumah Dekat Tanah Sareal Harga All In Kpr di Bumi Cilebut Damai,siap huni,Sukaraja   ,2,1,1,66,42
Rumah,25000000000,28000000000,32200000000,35420000000,37191000000,39051000000,41004000000,33980857142.8571,Rumah Dengan Furnish Dan View Golf Area di Sentul City   ,siap huni,Sentul City   ,3,4,2,1885,1000
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Dengan Kualitas Terbaik,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,4300000000,4816000000,5539000000,6093000000,6397000000,6717000000,7053000000,5845000000,Rumah Dengan Taman Cantik  Semi Furnished di Sentul City   ,siap huni,Sentul City   ,4,4,2,181,176
Rumah,369000000,414000000,476000000,523000000,549000000,577000000,606000000,502000000,Rumah di   di Ciomas 6 Km Stasiun  ,siap huni,Ciomas   ,2,1,1,63,38
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah di   Harga All In Strategis 9 Menit Ke Mall   Square,siap huni,Tanah Sareal   ,2,1,1,90,60
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah di   Strategis 9 Menit Ke Mall   Square Harga All In,siap huni,Tanah Sareal   ,2,1,1,90,60
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah di   utara  CITRA PARIGRAHA **,siap huni,Ciparigi   ,3,2,0,175,84
Rumah,810000000,908000000,1044000000,1148000000,1205000000,1266000000,1329000000,1101428571.42857,Rumah di Bali Resort Strategis Bebas Banjir Harga All In Bisa Kpr,siap huni,Gunung Sindur   ,2,1,1,91,52
Rumah,2250000000,2520000000,2898000000,3188000000,3348000000,3515000000,3691000000,3058571428.57143,Rumah di BNR     NIRWANA RESIDEN **,siap huni,  Nirwana Residence   ,4,3,0,293,
Rumah,564000000,632000000,727000000,800000000,840000000,881000000,926000000,767142857.142857,Rumah di Bukit Cimanggu City Harga All In 4 Menit Ke Puskesmas Mekar Wangi,siap huni,Tanah Sareal   ,2,1,1,60,45
Rumah,650000000,728000000,838000000,921000000,967000000,1016000000,1067000000,883857142.857143,Rumah di Bukit Cimanggu City Strategis 7 Menit Ke Mall   Square,siap huni,Tanah Sareal   ,2,2,1,120,90
Rumah,650000000,728000000,838000000,921000000,967000000,1016000000,1067000000,883857142.857143,Rumah di Bukit Cimanggu City Strategis Dekat Stasiun Cilebut,siap huni,Tanah Sareal   ,2,2,1,120,90
Rumah,564000000,632000000,727000000,800000000,840000000,881000000,926000000,767142857.142857,Rumah di Bukit Cimanguu City   Dekat Pusat Belanja Harga All In,siap huni,Tanah Sareal   ,2,1,1,60,45
Rumah,1140000000,1277000000,1469000000,1616000000,1696000000,1781000000,1870000000,1549857142.85714,Rumah di Bukit Dago 10 Menit Ke Mall Paradise Walk Serpong Harga All In,siap huni,Gunung Sindur   ,3,2,1,112,100
Rumah,2300000000,2576000000,2963000000,3259000000,3422000000,3593000000,3773000000,3126571428.57143,Rumah di Ciangsana   SHM,siap huni,Ciangsana   ,4,3,2,170,152
Rumah,890000000,997000000,1147000000,1261000000,1324000000,1391000000,1460000000,1210000000,Rumah di Cibubur Country Dekat Rs Eka Cibubur Harga All In Kpr,siap huni,Gunung Putri   ,2,1,1,90,90
Rumah,530000000,594000000,683000000,751000000,789000000,828000000,870000000,720714285.714286,Rumah di Cibubur Harga Murah Bebas Banjir Cikeas Residence,siap huni,Cikeas   ,2,1,1,70,36
Rumah,930000000,1042000000,1198000000,1318000000,1384000000,1453000000,1526000000,1264428571.42857,Rumah di Cibubur harga Murah Cluster baru SIAP HUNI unit TERBATAS,siap huni,Cikeas   ,2,1,1,125,48
Rumah,965000000,1081000000,1243000000,1368000000,1436000000,1508000000,1583000000,1312000000,Rumah di Ciseeng   ,siap huni,Ciseeng   ,3,3,1,934,150
Rumah,445000000,499000000,574000000,631000000,662000000,696000000,730000000,605285714.285714,Rumah di cluster exclusive. DP 0 rupiah. Akses mudah. Strategis,siap huni,Cibubur   ,2,1,1,72,42
Rumah,985000000,1104000000,1269000000,1396000000,1466000000,1539000000,1616000000,1339285714.28571,Rumah di Cluster Montana. Exclusive. Fasilitas lengkap.,siap huni,Cibubur   ,3,2,1,72,68
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Rumah Di Felicity Madani Dekat Ciseeng   Harga All In Siap Huni Bisa Kpr,siap huni,Parung   ,2,1,1,83,39
Rumah,375000000,420000000,483000000,532000000,558000000,586000000,616000000,510000000,Rumah di Harvest City  Cileungsi,siap huni,Cileungsi   ,2,1,1,84,65
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah Di Hook 2 Muka Depan Taman Cluster Semi Furnish Sentul City  ,siap huni,Sentul City   ,5,5,2,341,327
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Rumah Di Hook Depan Taman Cluster Sentul City  ,siap huni,Sentul City   ,3,2,2,575,200
Rumah,1350000000,1512000000,1739000000,1913000000,2009000000,2109000000,2215000000,1835285714.28571,Rumah Di Hook Samping Taman Sentul City  ,siap huni,Sentul City   ,2,2,1,120,70
Rumah,1680000000,1882000000,2164000000,2381000000,2500000000,2625000000,2756000000,2284000000,Rumah di Jalan Culan Yasmin   Dekat Cilendek Harga All In,siap huni,  Barat   ,2,1,1,156,144
Rumah,200000000,224000000,258000000,284000000,298000000,313000000,329000000,272285714.285714,RUMAH DI JONGGOL,siap huni,Jonggol   ,2,1,0,72,30
Rumah,3500000000,3920000000,4508000000,4959000000,5207000000,5468000000,5741000000,4757571428.57143,Rumah Di Kawasan Argenia Sentul City  ,siap huni,Sentul City   ,6,4,2,277,200
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah di Kedung Badak Baru Sebelah Tol BORR - RSA012001,siap huni,Tanah Sareal   ,4,2,0,200,154
Rumah,2300000000,2576000000,2963000000,3259000000,3422000000,3593000000,3773000000,3126571428.57143,Rumah di Kedung Badak Baru Sebelah Tol BORR - RSA012001,siap huni,Tanah Sareal   ,6,3,0,260,300
Rumah,6750000000,7560000000,8694000000,9564000000,10042000000,10544000000,11071000000,9175000000,Rumah di Legenda Wisata Cibubur  Acropolis Selatan,siap huni,Cibubur   ,6,6,0,300,600
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah di Metland Transyogi Cibubur Dekat Mall Cileungsi Trade Center,siap huni,Cileungsi   ,3,2,1,69,105
Rumah,1070000000,1199000000,1379000000,1516000000,1592000000,1672000000,1755000000,1454714285.71429,Rumah di Natura Cattleya Dekat Upt Puskesmas Setu Harga All In Kpr,siap huni,Gunung Sindur   ,3,2,1,81,51
Rumah,460000000,516000000,593000000,652000000,685000000,719000000,755000000,625714285.714286,Rumah di parung Panjang dekat Stasiun Kereta de'Lora cluster Mora,siap huni,Parung Panjang   ,2,1,1,60,27
Rumah,1020000000,1143000000,1314000000,1446000000,1518000000,1594000000,1673000000,1386857142.85714,Rumah di Permata Cibubur Harga All In Kpr Dekat Mall,siap huni,Cileungsi   ,2,1,1,195,75
Rumah,1700000000,1904000000,2190000000,2409000000,2529000000,2656000000,2789000000,2311000000,Rumah di perum metland transyogi cileungsi   .,siap huni,Cileungsi   ,,,0,150,250
Rumah,5800000000,6496000000,7471000000,8218000000,8629000000,9060000000,9513000000,7883857142.85714,RUMAH DI PERUMAHAN RANCAMAYA   1 LANTAI,siap huni,Rancamaya   ,5,6,0,818,318
Rumah,1400000000,1568000000,1804000000,1984000000,2083000000,2187000000,2297000000,1903285714.28571,Rumah Di Puri Nirwana Cibinong -  ,siap huni,Cibinong   ,3,2,0,180,100
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah di Putri Indah Estate Gunung Putri Rsa071902,siap huni,Gunung Putri   ,3,3,0,240,175
Rumah,720000000,807000000,928000000,1021000000,1072000000,1125000000,1181000000,979142857.142857,Rumah di Taman Cibinong Dekat Stasiun Cilebut Harga All In,siap huni,Cilebut   ,2,2,1,72,60
Rumah,1250000000,1400000000,1610000000,1771000000,1860000000,1953000000,2051000000,1699285714.28571,Rumah dijual  2 Lantai di Perumahan Kota wisata Cibubur,siap huni,Kota Wisata   ,2,2,1,105,125
Rumah,1750000000,1960000000,2254000000,2480000000,2604000000,2734000000,2871000000,2379000000,Rumah dijual  2 Lantai di Perumahan Kota Wisata Cibubur,siap huni,Kota Wisata   ,3,2,1,144,135
Rumah,2600000000,2912000000,3349000000,3684000000,3868000000,4062000000,4265000000,3534285714.28571,Rumah dijual  2 Lantai di Perumahan Legenda Wisata Cibubur,siap huni,Legenda Wisata   ,5,3,1,240,240
Rumah,1350000000,1512000000,1739000000,1913000000,2009000000,2109000000,2215000000,1835285714.28571,Rumah Dijual  Terdekat Stasiun Bojonggede,siap huni,Cibinong   ,3,2,0,160,240
Rumah,1400000000,1568000000,1804000000,1984000000,2083000000,2187000000,2297000000,1903285714.28571,Rumah dijual 2 Lantai di Perumahan Legenda Wisata Cibubur,siap huni,Legenda Wisata   ,2,2,1,134,84
Rumah,800000000,896000000,1031000000,1134000000,1191000000,1250000000,1313000000,1087857142.85714,Rumah Dijual 2 Lantai Siap Huni di Dramaga Cantik,siap huni,Dramaga   ,2,1,1,90,100
Rumah,875000000,980000000,1127000000,1240000000,1302000000,1367000000,1436000000,1189571428.57143,Rumah Dijual 2 Lantai Siap Huni di Jl. Sukasari  Tajur,siap huni,Tajur   ,3,2,1,193,193
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah dijual 2 lantai terawat,siap huni,Kota Wisata   ,3,2,0,112,100
Rumah,790000000,885000000,1018000000,1120000000,1176000000,1234000000,1296000000,1074142857.14286,Rumah Dijual Bukit Cimanggu City  Dekat Rs Hermina    SHM,siap huni,Tanah Sareal   ,2,1,2,105,70
Rumah,790000000,885000000,1018000000,1120000000,1176000000,1234000000,1296000000,1074142857.14286,Rumah Dijual Bukit Cimanggu City  Dekat Rs Hermina   shm,siap huni,Tanah Sareal   ,2,1,0,105,70
Rumah,290000000,325000000,374000000,411000000,432000000,453000000,476000000,394428571.428571,Rumah Dijual Cileungsi Asri Gemerlap Citra Indah 3157,siap huni,Cileungsi   ,2,1,1,72,50
Rumah,330000000,370000000,426000000,468000000,491000000,516000000,542000000,449000000,Rumah Dijual Cileungsi Asri Gemerlap Citra Indah 3236,siap huni,Cileungsi   ,2,2,1,72,50
Rumah,625000000,700000000,805000000,886000000,930000000,977000000,1026000000,849857142.857143,Rumah Dijual Cileungsi Asri Tentram Citra Indah 3108,siap huni,Cileungsi   ,2,1,1,120,70
Rumah,365000000,409000000,471000000,518000000,543000000,571000000,599000000,496571428.571429,Rumah Dijual Cileungsi Asri Tentram Citra Indah 3180,siap huni,Cileungsi   ,3,2,1,72,60
Rumah,150000000,168000000,194000000,213000000,224000000,235000000,247000000,204428571.428571,Rumah Dijual Cileungsi Asri Tentram Citra Indah 3243,siap huni,Cileungsi   ,1,1,1,72,21
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Classic Minimalis Citra Indah 3159,siap huni,Cileungsi   ,2,1,1,90,60
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Classic Modern Citra Indah 3141,siap huni,Cileungsi   ,2,1,1,72,50
Rumah,465000000,521000000,599000000,659000000,692000000,727000000,763000000,632285714.285714,Rumah Dijual Cileungsi Classic Retro Citra Indah 3111,siap huni,Cileungsi   ,2,1,1,90,60
Rumah,365000000,409000000,471000000,518000000,543000000,571000000,599000000,496571428.571429,Rumah Dijual Cileungsi Classic Retro Citra Indah 3180,siap huni,Cileungsi   ,3,2,1,72,60
Rumah,355000000,398000000,458000000,503000000,529000000,555000000,583000000,483000000,Rumah Dijual Cileungsi Classic Retro Citra Indah 3191,siap huni,Cileungsi   ,3,2,1,72,60
Rumah,270000000,303000000,348000000,383000000,402000000,422000000,443000000,367285714.285714,Rumah Dijual Cileungsi Classic Tentram Citra Indah 3233,siap huni,Cileungsi   ,3,1,1,72,72
Rumah,355000000,398000000,458000000,503000000,529000000,555000000,583000000,483000000,Rumah Dijual Cileungsi Eksklusif Classic Citra Indah 3191,siap huni,Cileungsi   ,3,2,1,72,60
Rumah,595000000,667000000,767000000,843000000,886000000,930000000,976000000,809142857.142857,Rumah Dijual Cileungsi Eksklusif Classiccitra Indah 3277,siap huni,Cileungsi   ,4,2,1,113,100
Rumah,360000000,404000000,464000000,511000000,536000000,563000000,591000000,489857142.857143,Rumah Dijual Cileungsi Eksklusif Minimalis Citra Indah 3237,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,199000000,223000000,257000000,282000000,297000000,311000000,327000000,270857142.857143,Rumah Dijual Cileungsi Eksklusif Siap Huni Citra Indah 3142,siap huni,Cileungsi   ,2,1,1,72,72
Rumah,560000000,628000000,722000000,794000000,834000000,875000000,919000000,761714285.714286,Rumah Dijual Cileungsi Ekstravaganza Eksklusif Citra Indah 3143,siap huni,Cileungsi   ,3,3,1,60,120
Rumah,490000000,549000000,632000000,695000000,729000000,766000000,804000000,666428571.428572,Rumah Dijual Cileungsi Ekstravaganza Glamour Citra Indah 3154,siap huni,Cileungsi   ,3,2,1,161,100
Rumah,280000000,314000000,361000000,397000000,417000000,438000000,460000000,381000000,Rumah Dijual Cileungsi Ekstravaganza Humanis Citra Indah 3161,siap huni,Cileungsi   ,3,2,1,90,70
Rumah,330000000,370000000,426000000,468000000,491000000,516000000,542000000,449000000,Rumah Dijual Cileungsi Ekstravaganza Humaniscitra Indah 3182,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,460000000,516000000,593000000,652000000,685000000,719000000,755000000,625714285.714286,Rumah Dijual Cileungsi Ekstravaganza Lux Citra Indah 3232,siap huni,Cileungsi   ,3,2,1,115,90
Rumah,485000000,544000000,625000000,688000000,722000000,758000000,796000000,659714285.714286,Rumah Dijual Cileungsi Gemerlap Citra Indah 3113,siap huni,Cileungsi   ,2,1,1,90,60
Rumah,490000000,549000000,632000000,695000000,729000000,766000000,804000000,666428571.428572,Rumah Dijual Cileungsi Gemerlap Ekstravaganza Citra Indah 3184,siap huni,Cileungsi   ,3,2,1,136,136
Rumah,375000000,420000000,483000000,532000000,558000000,586000000,616000000,510000000,Rumah Dijual Cileungsi Gemerlap Lux Citra Indah 3153,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,249000000,279000000,321000000,353000000,371000000,389000000,409000000,338714285.714286,Rumah Dijual Cileungsi Glamour Siap Huni Citra Indah 3203,siap huni,Cileungsi   ,2,1,1,72,55
Rumah,320000000,359000000,413000000,454000000,477000000,500000000,525000000,435428571.428571,Rumah Dijual Cileungsi Humanis Asri Citra Indah 3269,siap huni,Cileungsi   ,2,1,1,148,36
Rumah,183000000,205000000,236000000,260000000,273000000,286000000,301000000,249142857.142857,Rumah Dijual Cileungsi Humanis Tentram Citra Indah 3137,siap huni,Cileungsi   ,2,1,1,66,55
Rumah,460000000,516000000,593000000,652000000,685000000,719000000,755000000,625714285.714286,Rumah Dijual Cileungsi Humanis Trendy Citra Indah 3232,siap huni,Cileungsi   ,3,2,1,115,90
Rumah,290000000,325000000,374000000,411000000,432000000,453000000,476000000,394428571.428571,Rumah Dijual Cileungsi Humanis Urban Citra Indah 3157,siap huni,Cileungsi   ,2,1,1,72,50
Rumah,499000000,559000000,643000000,707000000,743000000,780000000,819000000,678571428.571429,Rumah Dijual Cileungsi Lux Eksklusif Citra Indah 3169,siap huni,Cileungsi   ,2,1,1,90,90
Rumah,330000000,370000000,426000000,468000000,491000000,516000000,542000000,449000000,Rumah Dijual Cileungsi Lux Eksklusif Citra Indah 3182,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,350000000,392000000,451000000,496000000,521000000,547000000,575000000,476000000,Rumah Dijual Cileungsi Lux Urban Citra Indah 3158,siap huni,Cileungsi   ,2,1,1,90,90
Rumah,465000000,521000000,599000000,659000000,692000000,727000000,763000000,632285714.285714,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3112,siap huni,Cileungsi   ,2,1,1,90,60
Rumah,270000000,303000000,348000000,383000000,402000000,422000000,443000000,367285714.285714,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3125,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3141,siap huni,Cileungsi   ,2,1,1,72,50
Rumah,499000000,559000000,643000000,707000000,743000000,780000000,819000000,678571428.571429,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3169,siap huni,Cileungsi   ,2,1,1,90,90
Rumah,490000000,549000000,632000000,695000000,729000000,766000000,804000000,666428571.428572,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3184,siap huni,Cileungsi   ,3,2,1,136,136
Rumah,390000000,437000000,503000000,553000000,581000000,610000000,640000000,530571428.571429,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3202,siap huni,Cileungsi   ,2,1,1,90,75
Rumah,270000000,303000000,348000000,383000000,402000000,422000000,443000000,367285714.285714,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3233,siap huni,Cileungsi   ,3,1,1,72,72
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3266,siap huni,Cileungsi   ,2,1,1,72,58
Rumah,439000000,492000000,566000000,622000000,654000000,686000000,721000000,597142857.142857,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3276,siap huni,Cileungsi   ,3,2,1,90,80
Rumah,340000000,381000000,438000000,482000000,506000000,532000000,558000000,462428571.428571,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3279,siap huni,Cileungsi   ,2,2,1,72,50
Rumah,340000000,381000000,438000000,482000000,506000000,532000000,558000000,462428571.428571,Rumah Dijual Cileungsi Minimalis Trendy Citra Indah 3279,siap huni,Cileungsi   ,2,2,1,72,50
Rumah,625000000,700000000,805000000,886000000,930000000,977000000,1026000000,849857142.857143,Rumah Dijual Cileungsi Minimalis Urban Citra Indah 3230,siap huni,Cileungsi   ,2,1,1,165,41
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Dijual Cileungsi Modern Ekstravaganza Citra Indah 3234,siap huni,Cileungsi   ,2,1,1,166,100
Rumah,255000000,286000000,329000000,362000000,380000000,399000000,419000000,347142857.142857,Rumah Dijual Cileungsi Modern Humanis Citra Indah 3147,siap huni,Cileungsi   ,2,1,1,72,72
Rumah,260000000,292000000,335000000,369000000,387000000,407000000,427000000,353857142.857143,Rumah Dijual Cileungsi Modern Humanis Citra Indah 3212,siap huni,Cileungsi   ,2,1,1,78,78
Rumah,320000000,359000000,413000000,454000000,477000000,500000000,525000000,435428571.428571,Rumah Dijual Cileungsi Modern Minimalis Citra Indah 3115,siap huni,Cileungsi   ,2,1,1,72,100
Rumah,390000000,437000000,503000000,553000000,581000000,610000000,640000000,530571428.571429,Rumah Dijual Cileungsi Modern Minimalis Citra Indah 3176,siap huni,Cileungsi   ,2,1,1,90,66
Rumah,450000000,504000000,580000000,638000000,670000000,703000000,739000000,612000000,Rumah Dijual Cileungsi Modern Minimalis Citra Indah 3271,siap huni,Cileungsi   ,3,1,1,90,50
Rumah,450000000,504000000,580000000,638000000,670000000,703000000,739000000,612000000,Rumah Dijual Cileungsi Modern Minimalis Citra Indah 3271,siap huni,Cileungsi   ,3,1,1,90,50
Rumah,250000000,280000000,322000000,355000000,372000000,391000000,411000000,340142857.142857,Rumah Dijual Cileungsi Modern Minimaliscitra Indah 3177,siap huni,Cileungsi   ,1,1,1,72,50
Rumah,330000000,370000000,426000000,468000000,491000000,516000000,542000000,449000000,Rumah Dijual Cileungsi New Glamour Citra Indah 3236,siap huni,Cileungsi   ,2,2,1,72,50
Rumah,275000000,308000000,355000000,390000000,410000000,430000000,452000000,374285714.285714,Rumah Dijual Cileungsi New Glamour Citra Indah 3280,siap huni,Cileungsi   ,2,1,1,50,72
Rumah,560000000,628000000,722000000,794000000,834000000,875000000,919000000,761714285.714286,Rumah Dijual Cileungsi New Glamour Ekstravaganza Citra Indah 3143,siap huni,Cileungsi   ,3,3,1,60,120
Rumah,365000000,409000000,471000000,518000000,543000000,571000000,599000000,496571428.571429,Rumah Dijual Cileungsi Retro Minimalis Citra Indah 3224,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Dijual Cileungsi Retro Urban Citra Indah 3171,siap huni,Cileungsi   ,2,1,1,178,39
Rumah,280000000,314000000,361000000,397000000,417000000,438000000,460000000,381000000,Rumah Dijual Cileungsi Retro Urban Citra Indah 3266,siap huni,Cileungsi   ,2,1,1,72,58
Rumah,350000000,392000000,451000000,496000000,521000000,547000000,575000000,476000000,Rumah Dijual Cileungsi Romantic Classic Citra Indah 3158,siap huni,Cileungsi   ,2,1,1,90,90
Rumah,390000000,437000000,503000000,553000000,581000000,610000000,640000000,530571428.571429,Rumah Dijual Cileungsi Romantic Gemerlap Citra Indah 3176,siap huni,Cileungsi   ,2,1,1,90,66
Rumah,250000000,280000000,322000000,355000000,372000000,391000000,411000000,340142857.142857,Rumah Dijual Cileungsi Romantic Gemerlap Citra Indah 3177,siap huni,Cileungsi   ,1,1,1,72,50
Rumah,240000000,269000000,310000000,341000000,358000000,375000000,394000000,326714285.714286,Rumah Dijual Cileungsi Romantic Gemerlap Citra Indah 3262,siap huni,Cileungsi   ,2,2,1,60,60
Rumah,335000000,376000000,432000000,475000000,499000000,524000000,550000000,455857142.857143,Rumah Dijual Cileungsi Romantic Gemerlap Citra Indah 3263,siap huni,Cileungsi   ,3,1,1,72,90
Rumah,595000000,667000000,767000000,843000000,886000000,930000000,976000000,809142857.142857,Rumah Dijual Cileungsi Romantic Gemerlap Citra Indah 3277,siap huni,Cileungsi   ,4,2,1,113,100
Rumah,550000000,616000000,709000000,780000000,819000000,860000000,903000000,748142857.142857,Rumah Dijual Cileungsi Romantic Lux Citra Indah 3234,siap huni,Cileungsi   ,2,1,1,166,100
Rumah,260000000,292000000,335000000,369000000,387000000,407000000,427000000,353857142.857143,Rumah Dijual Cileungsi Romantic Tentram Citra Indah 3212,siap huni,Cileungsi   ,2,1,1,78,78
Rumah,255000000,286000000,329000000,362000000,380000000,399000000,419000000,347142857.142857,Rumah Dijual Cileungsi Romantic Trendy Citra Indah 3147,siap huni,Cileungsi   ,2,1,1,72,72
Rumah,150000000,168000000,194000000,213000000,224000000,235000000,247000000,204428571.428571,Rumah Dijual Cileungsi Siap Huni Citra Indah 3243,siap huni,Cileungsi   ,1,1,1,72,21
Rumah,335000000,376000000,432000000,475000000,499000000,524000000,550000000,455857142.857143,Rumah Dijual Cileungsi Stylis Modern Citra Indah 3263,siap huni,Cileungsi   ,3,1,1,72,90
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Stylish Eksklusif Citra Indah 3221,siap huni,Cileungsi   ,2,2,1,72,50
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Stylish Gemerlap Citra Indah 3221,siap huni,Cileungsi   ,2,2,1,72,50
